Id,Price
856,178183.79871110167
12791,258526.14231790949
12499,218506.31789954193
12249,128290.0564164683
14641,137737.39484127102
1919,157235.00238884625
7848,201953.48959002044
10749,180443.93798085174
15554,181891.75940050418
15834,191906.58548509047
1355,153172.7375315689
15451,175437.61579149586
12401,211880.0214861611
10290,168114.76124990897
9462,116344.61730050303
3103,238278.4830560664
3420,141018.36255524546
12262,232853.06235310764
5032,138829.2502415936
8949,306407.8959660857
15567,226515.4874210088
16389,151559.82637737918
7809,89284.67387136015
8990,157428.3920433118
16089,242179.16823623536
12743,102626.8508881704
5132,123935.28175115045
1619,269212.90091572655
2428,90168.66968330526
16741,168718.98472557208
13193,225267.45664870852
12588,550358.7647261096
5067,173353.85413140221
14685,126766.51894752373
2292,177601.18491320312
5746,123036.49766900137
12578,162087.0225187271
14834,174832.37995802937
2147,175529.02175074603
8222,128832.48032404942
10419,270645.74413541425
11492,211097.44795537117
3006,214437.51182097287
8761,201128.0388828505
15371,350331.06160716445
16367,155856.33050424437
6317,278144.6426800756
10878,266748.9188486342
3895,154198.31659899815
8041,156563.19540346367
13428,464220.2988785841
14669,165059.96907497826
1006,179727.3362169195
12271,179892.13040374825
3764,371789.9771952806
7675,201742.85651540096
11709,282313.7104482105
8629,152334.42126747858
1105,413941.1092475065
6096,183007.8707484418
11727,212820.66164187717
5157,197187.32630748747
3679,154815.1066876822
1755,142650.3449344214
7391,165231.92585329045
7425,103062.33118519005
6882,402166.8195302764
10752,361371.41220426396
7472,201523.69404691487
14320,101019.28899568121
9596,163832.24001694735
5317,213647.97885385045
7378,88834.51718992656
16154,183543.74151212967
3464,198678.3807114436
4197,237995.13708734835
9477,116699.54278451942
12705,195666.83305794935
16426,197908.49016703496
1481,67137.89294340294
9946,254715.26540396176
12025,221354.89775910566
5341,244392.2221105389
9923,297461.0329496645
7953,283180.59332803445
11066,264337.5481240886
5037,175632.66717980726
2509,191878.11890347037
4937,323314.4955444786
12089,386141.569242592
4964,170746.94223415034
16500,271655.0333533213
4625,146663.8128760412
2363,403648.6941971331
8148,185599.2060422595
3804,180119.39480952985
4584,155537.10324712336
10694,108909.97822606616
2691,168432.16225676285
2983,230199.83419094075
13563,352908.46186881297
10747,216498.12831158235
1721,200255.1568033212
2789,276121.83088957117
7214,258923.02428759215
8659,235742.72334873173
5107,311073.3893099213
3843,237366.63404518634
14610,403025.1460279962
15505,166457.6940318792
5060,266751.9096400952
16055,241020.36203839726
14963,202029.1337609657
4118,147920.05693041076
1672,199509.18489032928
3209,184442.69555277092
16515,143330.44879108807
973,173495.79505381503
12529,187576.2091634221
5896,116411.1283601606
5450,279713.3592801271
3249,159265.92639152467
8911,172066.2041221937
5898,228301.28187507065
1024,179796.43345688685
4766,208173.37241086917
15804,186797.55453267737
14303,205079.99951728177
10707,181531.60883938652
6605,196050.98112350548
1138,339880.8603803086
14088,445244.48040452565
9154,191115.48272787663
8190,200349.74772360074
398,289226.9962885525
13302,232320.52735226855
9696,150367.29163043763
16786,120775.68179548516
16230,214950.9484793503
6552,184594.9121586859
923,216626.69552166414
9602,315635.0928294685
5857,280935.25090346934
8120,174829.6448467647
7134,184107.2205612465
11726,170762.11253032906
8069,119787.45742118503
12420,170146.10596065002
8604,190880.16330517308
4854,299054.41827204934
12212,183269.27397183178
12099,354674.51535171596
3882,427389.135349441
6995,295611.89969743654
10172,218338.19315066203
11672,320514.56991940964
12897,270124.68428873015
16097,177972.06383890152
6779,301227.4851851367
11199,196102.61171673547
10816,396388.1862251675
143,409388.2138168524
5399,252173.63484518256
3286,158067.69114298694
13706,217536.1348227971
1935,398769.80691853573
16000,187061.44422027172
2860,220370.32903242097
11407,181782.95390701987
16378,276796.3678300187
12278,182457.13532719773
3842,160251.75525268598
2692,339684.7874430984
7699,190327.42013032478
6825,301987.10107324715
7268,298565.90452987276
1477,406314.14683975105
9887,172953.37612150676
9436,184220.394090976
3179,235030.52434365172
1350,481648.4953150232
10643,200544.21645208742
5793,229249.4808122695
11494,481655.36291760154
4206,186781.16011023938
12419,240086.9900318194
8530,282036.7953038907
5985,131338.77330579003
8908,203452.34247583736
256,124436.96110975934
7234,169312.12347880471
5648,217052.85823451186
3014,238679.61281596075
2184,195806.08535626702
9189,266463.76932603633
14884,202135.63034753053
10333,184917.20310370807
15896,136253.34854419902
13269,138106.8930303605
8603,249110.2793588865
15087,181555.99608693185
4344,202254.6066580839
7981,72373.55909450792
10908,235924.22125260445
6190,163799.53772286105
11742,198797.41001209788
9224,144892.40129650562
14667,210890.9451028537
458,191588.04401324375
2464,330699.76930566534
12320,226945.64110814015
278,217785.84950311994
2912,257589.4557365823
6698,220934.44497464396
4510,128297.67895774756
4183,176176.4031306305
5551,244858.20758094935
12187,181365.09365899363
7948,220557.22406419757
10808,188491.3488586559
12432,185233.4058447208
5356,178148.9510657905
8984,503225.8292992837
9203,185068.58416415457
15412,84412.839164744
12041,133748.22211985555
7644,274378.55418948195
7071,204897.733286973
10685,175236.76684095376
6763,187114.39628321712
940,132482.11337379325
14959,192368.27691499307
1338,152649.33742336268
5351,137827.42275693323
6524,186890.99611295096
12516,152129.48481722616
3288,263605.78974471387
3146,237891.0553269514
3954,181635.65659118863
11955,165640.01221214244
1211,218416.79857668863
15668,207179.70280939376
1320,86635.50330921792
9108,186671.1911219585
16482,163447.9638542249
5017,141443.44765127057
8290,212608.66825448128
4304,392412.8170000471
1930,205547.197103775
12530,170812.24340853974
11295,348409.3173200418
3002,150745.8768226998
15483,162325.60898962774
11525,188492.1356068256
13978,133813.58673505252
4885,152247.98292391616
8325,173872.00187068287
3630,118633.60226908159
9165,183581.79744335654
13945,235176.70998580815
10663,194096.9064247581
14803,179609.0065837992
7621,188432.03688839212
8205,229577.8781034196
10387,205151.46544139413
5457,152554.4922667796
10234,358028.5696705103
6251,172510.4923948716
701,260347.1035562726
7930,176488.08410922662
15028,130735.17114207779
12172,71488.74805080054
5805,183156.5068875682
7411,273460.33667366754
14806,213569.68956238017
7890,164107.68874162072
10440,149830.78050654454
14926,165714.5573458656
5381,152355.210334357
3800,414986.6605575409
10511,238935.801356603
9324,253928.06654122987
3313,213981.6963566404
7351,150712.7547867177
8459,185393.8540495439
9957,130699.36012274599
12024,148329.46539268087
4380,235921.31971606734
5042,112290.82099167802
13289,147224.47121611683
13407,425643.00039585854
13258,153537.15441197483
15993,251483.20824137592
12525,179510.26688839498
4062,219712.50227830064
12065,186011.16799836545
8227,185712.74781977662
11333,169703.2620268602
2867,141013.17356876255
3319,248567.2497805567
3523,303928.2166074004
7055,202050.83500686957
14930,176789.5240263711
3444,134167.23596252143
2940,313890.66212430224
6935,380689.41394802026
16116,337937.2445861792
13370,245301.49098977525
6103,238340.62138054907
7446,184217.04458725237
1859,179029.237105039
4079,184994.11615315126
3228,167990.12890268996
9665,164579.3487834052
15957,400818.17294122
11533,173929.61648439578
2314,125112.96884929418
4096,218671.98286597963
13437,179915.59527096798
5980,226859.05759276776
2008,189698.30294829162
6754,163428.6196714344
4129,158520.00763525616
14557,291213.54602460255
7096,287038.72400042857
14297,247714.1601008055
3967,239793.61339172028
16485,118000.64956623463
13075,341720.8541767175
14289,189347.52860662938
10988,162057.32955152105
3230,154503.61323232378
13250,176380.46851731167
2559,198916.28657951942
7739,330898.6479745998
7213,167305.00172500013
6639,200979.12447352908
3164,274270.341612356
15207,168633.58027104443
5113,184371.18117581564
3929,151170.08612982745
14493,251798.91468165527
11110,191835.6322850359
2033,205430.04849284998
16057,212315.88969705807
16709,238887.41619012904
14313,148308.69356361724
1028,272945.014493423
7187,108222.11821175105
3738,332642.82575287763
9869,318605.58233325963
12644,194829.41230298174
3686,122530.86477768177
9196,281470.1893190082
12326,206873.4892099527
4936,192917.25272716885
13314,170848.29735525153
9857,329616.62504638673
519,185244.44960792593
8410,173538.86108214947
1720,175935.14353620756
10341,216863.57898129508
14415,191913.3504027556
10613,272369.40661054064
8027,223655.37578343664
15539,272548.4132550481
7431,274020.76362733776
1370,151433.3206124223
12708,152697.83299674824
2250,222026.06512382114
14758,144164.54405545097
8525,346959.02832990716
1538,294864.96914857125
1142,149555.37192172432
1152,263925.65184123017
9802,186542.64179519145
3331,307173.48931403575
15203,177678.39255081795
4247,177699.0187844447
1976,429061.60164085263
2346,186331.4990866666
10078,233656.0236431501
1938,211824.1896253953
7819,197246.91985601286
2168,241520.89977411617
15634,215474.48948550495
8465,236166.83917393294
9313,157486.3642825964
6539,125641.76223676183
6325,99305.8150813464
13442,273288.50635434897
9967,177558.33663374837
7893,205435.36044734286
2861,196720.03531184714
11031,298725.5748318864
15073,127825.7578244983
13837,165080.31945934304
2524,250682.34050608793
8617,213216.73161677734
13513,191750.20772094157
3081,300093.5012209692
10675,372545.219939299
1907,87383.44885853349
4872,239920.58283238395
16274,414129.3620043372
11837,236047.5864930996
16577,235884.44956426925
5231,292239.4927953767
11315,222513.95106080367
273,205164.22837519296
8363,237587.8057958005
4255,215950.98563621542
16330,246689.12517867598
11528,179190.1909880206
14799,277593.14143984095
1611,246946.222320394
9234,187907.89909429502
1633,111950.42724056856
6791,177568.79098599486
11567,348983.38077164505
3070,247521.16491184974
12094,234971.46347149057
14335,323140.3753159118
137,160850.64485315993
7182,163680.66959534105
11718,182826.64513440154
5194,98732.98160523632
97,360312.3980826931
5118,410036.3934185872
13920,316582.54440042964
9952,194147.92309060053
15337,209979.98519132656
10243,216932.82319966546
4048,415882.56765322154
171,151776.57875394495
11378,164658.08366833717
14190,177509.83033054558
15265,141467.80095204193
2740,131706.33273758614
5573,259427.9637331127
4481,204293.57253051928
2631,156395.85222481494
4984,267995.0466701695
16466,178713.8914997524
16716,125953.56447849346
15325,179225.9010393287
10115,173899.87676927782
117,483761.7397857601
5476,96009.93428327102
11757,185414.71258851312
12359,129168.87555506057
15546,183237.54350484232
8133,158981.3816917669
9018,339735.384674979
2075,168710.27671468433
11170,315075.04708834284
15733,207895.05209834204
9280,148294.3211270301
10734,354372.42240385996
14071,169619.3840703341
7373,231402.25428759493
14736,186955.16170030096
3458,116838.82310922485
6183,176988.79867744262
7825,212358.35164053444
16775,190742.14930318174
5717,178207.57044454457
12397,131457.9904737181
8189,519964.77815895743
4423,213123.33540622576
3994,141715.0277743506
10342,196666.5118056876
10051,184829.06504602724
9453,146158.17455560307
12593,446629.77150750434
1274,82974.79749785675
6933,384758.1251163879
1761,149759.59767394842
7157,337996.19204187277
15169,149703.86658652386
6792,336628.47320751706
13830,176369.1485281081
7240,180268.72662281198
3051,258585.64444799334
6550,108014.50944084283
4603,183847.6313052471
5729,165940.79675548786
13473,315019.75553217204
15104,158920.11151636456
6599,373150.87245219277
2216,269406.06868095923
8721,299527.2246075218
3645,186010.1910283058
8664,222551.03677618952
11001,200798.51072603217
753,160443.07270540128
8129,231257.3577202814
15235,172711.0588793297
3359,205929.45532727445
10424,207200.07204467835
10226,227540.07425322704
9252,193679.6176987907
3008,255709.46792464267
5849,179386.50629862834
8494,166621.78926554412
6764,262921.59505640436
12445,319496.84792137763
11716,180888.2866189885
4508,116860.60332156958
5669,198113.30252567117
11427,117988.70924316843
11065,191276.65472549837
8910,222113.506751371
16401,327439.4499284765
11913,156662.62132851526
6221,212230.1068793996
10839,185235.27263890748
2809,211854.4245415199
13311,161674.0365906243
6866,198698.275127142
6019,171495.09215646988
3024,165886.87211536008
1391,229616.79219481966
15904,216998.45273257524
15858,302619.8664426101
9911,260166.95260939098
16579,215691.7162285224
4394,287986.0607370017
1468,423631.7372444087
12965,153816.52391572998
2249,183968.28444469423
14384,154647.04885652967
13040,124960.14364675953
8872,139896.98587489137
12864,251421.13312581234
15712,177588.53457957337
14049,192426.12475131758
1840,129178.24715634939
12019,172902.91900691722
8948,169932.18813682298
15154,213726.76472440775
6943,149018.8874613312
12564,388614.62100216746
12766,155242.41080337804
7255,233588.89522859183
7962,157046.1090953428
709,133876.36373499458
4634,142341.31146523208
889,235258.96945038665
4774,131643.93449366948
13890,180782.3418865193
15431,143479.0739068439
8726,342004.67662479746
10373,140526.8232857821
6413,183234.13522251823
9761,131592.48466802973
15864,149347.09974994187
6147,143147.64792478454
3384,236021.7034177616
320,236599.71933510806
8006,171846.01273543437
14395,173936.11466574096
14976,97510.41045359262
12185,228680.8662196901
4779,137399.06865505478
8551,155278.1588934106
9025,269835.75582660193
10616,227221.38840979512
7475,101479.61523348089
6341,325394.7099440682
14163,147384.27621017714
2211,190451.69210632626
10532,276972.6290087505
14338,134931.59440269764
831,179570.75778405354
3382,177056.87527382246
9209,295560.6230305287
7188,227587.14521998726
7197,223222.925805015
11270,165811.52565793364
15918,87212.57680063357
6937,435491.5573828225
6178,182254.6238175882
10668,117740.04304938245
1413,275285.15803207277
6884,358646.56779175176
8266,189450.629857483
14019,184739.27850477648
16764,148564.20791368157
15306,174610.99783706924
3740,211635.25927304692
5298,193393.10875603094
8319,179174.6583142771
4229,176747.34510724794
13429,190764.91053044837
1753,446971.63740295154
860,265490.41757846985
14219,157262.3467157457
12113,202585.71993347735
11309,130051.1851687935
9930,209312.0671339975
10570,193153.79363426025
2839,156000.37490687563
6699,126676.95446773549
16647,119853.68723195177
5325,243626.39171269615
13733,145653.36039731186
7818,323349.6626363285
12505,229626.31954884995
9489,182038.40141525085
10106,185501.76920217773
7864,210266.8141507928
5134,309292.13945121964
11859,148915.01137110405
7440,355947.7799761957
1525,317863.4828913113
7339,185547.8275549595
8,337013.5586482687
3248,123547.31617311604
8995,226663.54507245848
15178,68841.0983172417
8594,168496.12434573568
15770,229716.3885612415
15859,334422.29527392844
1735,317381.0532858145
11410,503735.4489221899
16397,157939.12651876736
3572,147109.08602603726
5501,110630.31723346705
969,188836.84790278878
6977,398108.4797536107
1233,184105.4094939975
4258,148515.00329723518
90,422436.30649443186
16650,176427.64241835804
197,104421.51750167731
12514,233893.94223159726
4367,185020.61334540485
3199,191563.1735807463
5600,194433.82701191457
11641,154327.7681044522
14609,117733.95928984557
12775,163482.44889211483
14240,171700.96159166406
7933,184986.20422513937
6945,341509.5187730482
14006,201810.9772944186
6320,270659.84123609116
12061,197726.40055011463
16369,223504.92120370816
16354,384477.2833358024
3970,286545.660347996
1048,203366.39864711743
3639,214993.01290388938
14448,242847.9477104684
2812,422335.3160559047
3932,153729.99086758617
14875,335318.562368844
8883,114901.84577647629
7622,314947.4347841399
7252,123994.90238887437
9751,179778.52349025887
2378,197267.09442300856
6816,249260.01845668853
15358,169272.7677599483
7843,153683.77250429106
10448,381564.44714593136
7840,262883.44223147095
8880,224593.04974631584
12551,413810.8566339897
15470,200389.7332588785
16207,240767.6953643514
12123,129712.24672553795
15247,348404.92057120986
7481,188980.74666374765
16171,348979.0137879088
7461,321179.4433481758
902,270959.3172508208
13094,177298.77900062536
11584,247334.25380567787
4462,200861.22883736202
15576,150509.64558849033
16606,274308.4826195756
5427,305760.37251451716
7725,170134.2669451301
5409,177936.1161459087
12579,127327.79762146308
12013,238802.86099413843
11321,197904.06828454547
9932,153963.40126707923
591,153452.79606218036
10357,203120.3244286071
3336,222881.57013600212
13,180452.2275986039
4809,229281.03973741175
7555,201457.13331206728
15172,336667.2119963543
6989,151756.90719800963
4707,183822.62711201963
2046,257106.5962470294
6495,92344.96837690077
3873,189006.00871578796
7061,198714.68345487962
12112,230044.74263451318
8917,309112.7784883349
7735,149265.87244872734
16442,216592.82204009223
4244,173400.45699227648
3747,216613.96567708233
11086,192440.7588771514
10080,215507.6044405103
15057,269597.2132419379
1331,194488.03494235888
8891,159168.84264190492
13411,219505.4212270174
16730,223683.30044940082
2267,200520.01350302045
3022,185979.36703159628
11190,217721.19921156362
11857,186844.9271174477
9318,193533.84576489605
16512,169367.6992032612
2053,213357.0200661879
13707,116441.59838468186
12143,167259.65574389754
14080,161332.0795661572
6130,179064.77402718496
7936,85804.66533887658
10101,173999.1140769762
5663,189951.22322097482
14811,128812.99201889719
1366,192371.634589929
908,201751.43505031112
2953,124549.98430050194
14629,142676.67600166076
15096,373788.4545244442
2115,185562.95656449758
11770,167757.2504351847
12701,182314.75353655298
14584,122954.7065512213
1893,384551.80786074314
9501,512725.95438921516
2138,124188.43230636501
9346,206758.47925345425
15960,319329.91363132244
8230,168524.353821958
13843,217720.94846701037
13810,232594.6421431839
15650,187361.9289376031
9974,149834.7248258302
12200,189969.45187896313
538,187574.5149360024
5334,203778.48459871623
14823,116833.5247836557
4817,172582.35196523432
9041,196507.72505983838
4359,273242.6634625736
4852,239214.88455047357
10141,145810.54554295764
1503,200047.27261388474
16256,380032.4106826338
683,104235.39574561272
14382,208190.676598378
7248,211817.03857146378
1200,173578.79222984362
3563,178849.33853361936
3681,387562.66162498214
3053,248307.84467124354
4099,211280.86652949336
807,120012.42748366865
4658,298929.90599688614
3535,178808.0673702341
12548,157383.5072900686
10488,196182.81031385143
5851,148891.7467401906
13736,196356.34364215712
875,171985.81252489504
14449,169424.47546764897
3958,330462.34139033343
10727,181011.05651030183
11296,136091.69198713748
13646,254800.13717583992
9599,306835.7894140327
7135,274260.9231546793
5943,339265.30853850656
2695,277806.2403076896
6766,217744.93195078
5630,184632.63815741366
13586,202868.49270240057
3507,400233.05844381655
10014,139270.92561581323
459,253484.13175474745
3582,302985.35824064753
8560,296582.4178071036
3372,180493.8086107883
13109,268050.1125433694
8160,168914.78348658382
10706,243083.22009079857
9104,336531.1676731783
2870,209045.9688312555
13712,166734.16514381193
13924,137459.77559572816
798,274581.01667183003
9750,437858.19240869716
16248,402202.9662496544
3170,179189.2483277094
12700,254871.40521017328
10601,132836.12757284928
514,201374.7004399565
4010,302542.7049759356
8124,158541.20819050333
10800,170100.06994851146
13628,188341.94834460263
11637,146833.24753818175
781,171482.6348082079
16156,191058.6464998739
12618,247427.6553025766
9766,160439.40784357596
15987,256661.1251937739
11051,327504.0705751087
7673,203766.50640354748
1245,398329.245048375
2443,161285.61876321552
7413,98104.50036447907
310,145607.072227826
10921,230938.9133840546
8709,96815.1221312891
12404,330466.3612137112
14986,229233.840920488
10714,320285.67383680766
14286,201193.003307272
13828,355276.0606588583
8926,423287.49983627204
12233,182084.78085877807
3913,195327.26900273236
5221,223528.9879785337
14965,90516.76734270314
862,162547.28206116354
13907,134110.40335690737
5418,184696.84193053216
2045,177876.8477073139
13321,193297.5260406906
2762,210772.97387501565
13888,178800.49299876374
14962,133277.50018341606
13305,379010.56156222546
8487,259214.1707165649
7146,170877.2544104593
1134,168576.86218235528
15092,333654.1657695072
13760,230102.89364358244
11958,452473.1239485256
3177,178944.4167063451
11350,213261.9826344352
1524,103685.23412618959
5527,250478.46843771217
2872,195739.54029311496
8602,377590.2835570169
3067,303492.22406408994
10435,219436.6414858655
11222,214720.8786329087
8700,151612.42398951857
10961,221525.48579958838
14305,199185.58242332115
8362,285616.0827730393
4979,154471.1248393844
7180,354155.68190527614
5763,106980.17635556722
2192,217564.17562586092
13581,202182.08395434683
10720,141396.3900279699
1358,234376.72621487014
13366,330554.1080458084
13539,412295.6794084073
12849,200679.82984363614
6794,179693.7423472167
525,480521.69851990696
12223,353481.1420753528
16271,129734.9881519039
5818,129963.71710970468
16588,286194.14312862983
8981,124844.09571151143
16476,127179.36182206005
14663,185409.15019156502
3,143616.10236588924
6615,130333.6548152413
12215,276038.17509810085
304,260482.88182334878
13634,234716.5471413828
9208,170859.9271213056
2175,174198.7727068839
250,213051.21924000222
6045,195937.53747282835
10516,157503.4216681219
1852,477951.89372405165
1573,207666.05088796583
15079,164106.21565164413
5500,175072.7676520955
15775,163052.71682477937
3198,163289.5738368308
6718,191085.6962423078
4149,186428.79954933192
9627,252126.31536770883
7595,302354.54966173635
4538,193268.4876733462
3555,230073.1211825758
10483,356553.08420001186
8834,164917.5389950892
16412,179901.4781405199
6449,164298.62580483116
2767,185968.08985859383
11498,176291.0745673737
16472,144443.13470888458
178,289539.75982932246
10948,177999.38753798185
13313,307815.06127075624
8065,149067.9779064542
102,152049.61086030756
14428,145794.6984136152
11973,136426.84712956112
6663,189263.14467434288
15989,125029.0005074675
10955,411147.1935850829
11772,149742.2364611675
11364,245500.28078586468
7082,173251.38581265343
7749,525449.1518754804
6428,135962.62331478478
6869,102150.32806259047
295,166602.93195631084
12266,240988.33171734033
11129,207885.5885292668
826,436227.85422354564
3262,246308.4624179696
15641,297845.22299970326
1662,472622.8678134765
10926,225490.12330011532
10232,224385.52361938657
6376,179934.09121942802
7817,177902.56073168793
354,202666.37594535388
10076,202218.55582256554
11379,329310.7579330636
10184,129954.50815166964
4696,410431.7703248776
13562,515665.62726544886
5436,180305.16321024005
13196,106215.9160714596
14939,369999.0052813287
14004,194132.4976895551
5916,191505.40017706295
7229,176321.41959953925
9143,166981.1317549039
3440,190868.20419126327
319,174163.26303204516
11683,237858.8779842684
12647,233417.24152561353
12788,150877.5913578506
13662,243065.99137389043
423,278852.14505874185
5222,208063.17295847696
9242,189004.8237880354
2641,180092.97172149894
4855,149903.81797304034
5360,184730.03459142728
9799,164506.42374543985
5526,243912.77472336983
10309,158817.13510044082
2144,376568.92036692024
7191,196495.47848611817
6732,158628.66086709982
14789,153715.26893154765
13525,150295.2029469421
4066,324564.6131868261
16422,199234.50298729044
14890,218839.4491819657
2922,227937.5591371285
3601,118318.38289130121
13416,117765.26920015285
14363,187871.97984901522
9496,271593.95318865083
7115,313186.91021385335
8615,143834.83867572056
5218,70651.89528601895
9493,197659.14851080134
10623,177567.205534709
2272,108763.51268174849
3352,308598.2647258806
84,176264.38527681152
8086,124148.35588310946
2595,214288.16745783048
3531,158240.9691822057
7460,337120.67868767673
9214,255299.95629935764
2790,237447.38574532876
10548,239770.7408596892
9218,174808.2135893846
7435,189327.1287292613
15780,193011.1370112877
7640,215219.54084510572
6223,172148.26544045674
3425,112659.81315023727
10582,150245.2577300583
702,242676.4473882143
2111,177300.75538158847
11730,190642.15875749907
9865,260578.9644839499
16478,337509.6619786208
1885,218606.13469546303
3956,345452.1993220571
16735,106812.74809103565
15264,203372.29560388715
15971,158235.9410300381
5584,218742.356511262
15242,168802.54272174704
14358,182252.2267425424
11300,211776.87560631693
5446,180200.19406758636
3934,176142.96541514617
6610,178896.38223046582
10164,314938.42125334474
4646,195119.5428589017
13304,196905.2246934752
1985,205053.88895102972
4746,139779.42295921972
7963,202990.66936342238
14083,268497.1668763243
13140,285457.0313420833
15023,266962.93790525116
13093,241749.27097303112
7160,183931.26458234803
7407,183458.41155075742
16056,188265.86048520432
751,510527.7731626286
6179,82199.05927489352
9137,280013.4264647407
10992,285142.69578574115
5744,491272.55286500463
10884,154221.2661946643
12858,290716.04789392155
13005,301638.4908092071
16714,187756.16366434115
1419,253908.106740525
6064,203368.83745009959
3771,185599.84627478637
5945,495433.00398365845
8453,68062.78507596793
3806,157172.10272083653
16748,255396.6093371253
11380,229923.56619446364
3107,211094.2259730204
12003,198236.57369485253
14567,233222.87529272496
1079,187423.4798112244
11705,153956.60018982308
7814,201119.48741255712
10174,166033.09794944077
5514,240174.7636089641
5265,252848.82328783823
10520,388528.75108242274
13195,214721.04207024898
14601,444460.7459920258
6012,199531.64391464455
13079,169239.46848963457
9009,130216.2831324547
3122,182432.84261734868
5470,235333.5639673759
4840,166666.91255010472
6270,272286.08083257877
9158,102699.78329094413
10120,141508.17695394412
10672,304772.40161631786
4573,147231.4065407665
12118,304817.1308974145
7447,127295.30544735902
2171,199044.57224810243
6126,307594.1932126152
2836,171059.96067376147
1457,255384.90625360183
11165,227646.0904331935
5923,219334.58258890783
1813,209045.1628352943
3492,258278.5311098352
1917,315300.4741767857
965,409331.2812771937
15795,149212.11114071248
821,206429.23327349478
4568,180009.91813719366
9078,231596.11805203665
11371,126324.86586666506
5149,204684.26961965644
281,203386.3036320894
1918,243313.08950658314
776,133050.77506407656
210,189653.5313531308
10782,174383.85333840115
9653,182171.06367447032
9372,159424.01513006963
5868,162067.10074715532
6176,140605.3284220505
3969,115879.24761203011
7427,141012.10145852534
8544,489534.9442897426
5219,214634.72129192934
16488,130035.6756576353
5855,255731.7717042968
15920,120254.88785074941
4393,409408.8634986533
5770,154350.01216581013
2900,147813.83089829184
8622,86946.64434149845
11610,273913.0041079613
10969,113149.52957635917
11029,106854.20045900477
6193,325732.87565897696
14087,476584.3285513519
13623,162735.64530139396
16689,174361.7550936395
1027,229394.20103475667
949,146408.94616520216
672,115069.73554208993
13832,138427.16654534292
2471,199656.15900973525
8728,284201.8356175841
7742,238092.88344703577
2698,219024.9117106204
9084,174453.51188932333
6075,288960.8144994365
2874,175417.61301104593
13119,129198.92496223029
5010,211134.82879599676
1284,181262.59092861347
1151,173017.16285263433
5110,356154.2706298012
11386,144154.11476619646
8019,209438.63601266328
2859,116349.78825903208
16110,174411.26310894208
16027,293640.4186472528
14902,179135.7084022588
14301,194119.8845491371
2451,236919.62865236684
13596,137137.2408793676
1464,135140.0145750609
7927,390088.1489791246
9638,273867.49244828057
8009,293112.7607864275
11903,158626.03529972796
9243,114695.70377303712
547,184627.74128661375
5511,119575.72385769997
11247,185054.99071363173
15928,329931.26791901456
3434,206072.8969887716
7614,113722.59998793375
1380,187100.78834518022
2770,138686.4964854517
111,180082.5291651696
5994,130606.35097293732
12341,204004.52356317537
2787,267686.27002537815
14410,325578.52472561743
15983,129660.81603721745
14876,216545.8545583959
653,175101.8456969089
2174,223509.8520911356
2575,330362.1272093177
7976,166787.26314052189
5812,311039.8537534581
13589,433324.23161104735
9122,134236.5796115908
8159,504940.761066031
8754,310627.1936166392
9321,207755.53093886157
13535,182556.9415728828
2083,160929.5992956592
2689,359345.27385010995
2248,197627.32947483455
11649,164744.14328960542
11045,413864.6392256638
1276,87367.76960110725
5962,137779.4282780476
13012,168043.07159256592
4642,177126.8129055924
179,175703.05758009726
15347,450335.4889363422
3339,156701.18231216873
